timestamp,temperature,humidity,pressure,pm25,pm10,voc,eco2,location
2024-01-01 00:00:00,30.483570765056164,80.99033154879004,1006.2482172502562,7.197645464340472,27.36336612382006,128.81201589886484,394.29593208834564,India
2024-01-01 01:00:00,27.308678494144075,73.86950524369153,1011.5548132928449,16.638045846316786,53.25209831814338,127.3292945808073,418.4534583131105,India
2024-01-01 02:00:00,31.23844269050346,60.89445554880261,1005.0758007900004,23.786437689205147,55.39079903922355,60.21784136849925,402.8969908212878,India
2024-01-01 03:00:00,35.61514928204013,50.295948334416394,1009.9203847036096,149.92724241764515,79.68682595194599,133.49549041492813,422.6002090629431,India
2024-01-01 04:00:00,26.829233126383322,70.47334970420386,994.0638533304622,51.688871124388285,18.292905541890367,186.64145409108724,439.2924844644406,India
2024-01-01 05:00:00,26.8293152152541,65.90228078132624,1015.1329370737294,11.37723859141761,87.71157012081274,86.28839404616025,491.8577243165692,India
2024-01-01 06:00:00,35.896064077536955,73.42789830041599,1013.0120547536222,48.853646937389584,6.274455414499784,202.4241325525296,433.94204806471487,India
2024-01-01 07:00:00,31.837173645764544,69.52757702522955,1004.8291136893181,9.603780363740345,32.986301133306085,174.3887410542169,370.7187146615204,India
2024-01-01 08:00:00,25.65262807032524,75.74329072979003,1019.592456684324,78.7401226450524,36.943175176280995,113.28833390144811,507.003392324758,India
2024-01-01 09:00:00,30.712800217929825,51.97147182659148,1022.3757013762656,22.71669867609146,90.61877859725435,142.92351813310762,408.14549331924803,India
2024-01-01 10:00:00,25.682911535937688,79.76091098451488,996.9244013563102,30.725442245208193,55.59563450859321,229.91609038205166,447.06397864476855,India
2024-01-01 11:00:00,25.671351232148716,62.96399407038599,1005.3727522143379,95.64441632139061,17.735167928001278,186.67739067529328,472.3268253470356,India
2024-01-01 12:00:00,29.20981135783017,91.12891308937898,1005.308576502127,11.825629233914045,24.82883053022867,150.43918274490738,459.98052092013916,India
2024-01-01 13:00:00,18.43359877671101,49.66218272865648,1003.6009689889114,10.829841784567042,64.00389927258723,138.1158341519508,504.7089773760738,India
2024-01-01 14:00:00,19.375410837434835,86.03945704747875,1021.2947484193174,20.761919986564962,51.25156358395533,153.83045352258299,473.9501571696379,India
2024-01-01 15:00:00,25.188562353795135,62.96866175193972,1011.0617386122719,75.99770031500711,34.35339029324899,124.41182210288483,406.9345210151446,India
2024-01-01 16:00:00,22.93584439832788,50.22872994578327,1010.3548515868939,9.821001860518784,37.163718209176544,44.76252471404926,558.928108699583,India
2024-01-01 17:00:00,29.571236662976368,52.741712489185176,992.9613763559324,3.4358883915631218,95.29090758128538,252.10889552673655,459.7166731669117,India
2024-01-01 18:00:00,23.459879622393945,55.1947903770852,1019.3541803020922,23.082457496111875,36.08386966158834,157.76624995997008,442.63298866892467,India
2024-01-01 19:00:00,20.938481493323543,66.36248919602875,1000.6074160514653,51.490258782731935,50.882904605604224,169.90736325612687,498.19627115277854,India
2024-01-01 20:00:00,35.32824384460777,67.8425323205325,1013.5993263026633,86.50562145896004,309.8069217781448,147.10461250615455,462.4725472965036,India
2024-01-01 21:00:00,26.871118497567323,51.394499940921314,1015.773769379582,22.861880357250747,17.479939174346285,113.2441599637706,469.96140964696633,India
2024-01-01 22:00:00,28.33764102343962,59.634681116085254,1026.6065859583864,23.827936964080543,12.410288107994102,140.70377595256147,574.6091999300344,India
2024-01-01 23:00:00,20.87625906893272,92.13405537917795,999.9117960088089,83.35599959953731,102.19387370950552,70.03026189028444,436.2439285872477,India
2024-01-02 00:00:00,25.278086377374088,85.91314755151066,982.8048784417917,7.420204669160346,31.72438255388993,263.8543249026652,434.1119552991302,India
2024-01-02 01:00:00,28.55461294854933,66.54485504511048,1014.838495447537,24.26860112030907,42.326356528960396,88.2744000788802,455.82892560062317,India
2024-01-02 02:00:00,22.245032112888488,60.570052172523006,1031.0051118151086,38.56476793789645,29.22647268885732,98.40168580764103,503.5757967790519,India
2024-01-02 03:00:00,29.87849009172836,61.80046990077392,1025.3894635293943,47.435693703201885,44.3520924216167,127.98703978067998,374.6732984904801,India
2024-01-02 04:00:00,24.996806550405974,69.20276959095625,1015.0965941527462,22.024481837687002,196.14035299600565,214.40378624261888,351.72220542617475,India
2024-01-02 05:00:00,26.541531251033618,44.658111522023916,1008.0836381436795,34.04056185728627,103.72080966471674,150.72544996313272,420.64423646899263,India
2024-01-02 06:00:00,24.991466938853016,56.139351938649824,1021.071225966373,4.52373562071255,108.82910518182806,88.19321019847688,368.30385204703566,India
2024-01-02 07:00:00,37.26139092254469,34.97123889183616,1003.2645380029553,19.558329755409297,17.58450919965059,212.71691803786698,428.7584326237181,India
2024-01-02 08:00:00,27.93251387631033,65.98834683907918,1017.7635776935622,47.59877235500638,21.738328890096017,186.55003133927408,475.1249848064645,India
2024-01-02 09:00:00,22.711445355220498,69.70793909554112,1018.0547015916662,15.09199955469836,5.6335346674802365,176.92174786082262,405.46255682238683,India
2024-01-02 10:00:00,32.11272456051594,52.75220306550939,1023.6020990749888,34.71553833198547,28.573946557835765,185.78671205854204,378.6586711609329,India
